年,月,地域区分,データ区分,地域コード,地域名称,人数
2022,3,都道府県,観光来訪者数,26,京都府,2422939
2022,3,都道府県,観光来訪者数,27,大阪府,3467879
2022,3,都道府県,観光来訪者数,28,兵庫県,3796811
2022,3,都道府県,観光来訪者数,29,奈良県,1044954
2022,3,都道府県,観光来訪者数,30,和歌山県,699631
2022,3,都道府県,観光来訪者数,31,鳥取県,322493
2022,3,都道府県,観光来訪者数,32,島根県,568604
2022,3,都道府県,観光来訪者数,33,岡山県,1190525
2022,3,都道府県,観光来訪者数,34,広島県,1462399
2022,3,都道府県,観光来訪者数,35,山口県,839660
2022,3,都道府県,観光来訪者数,36,徳島県,436154
2022,3,都道府県,観光来訪者数,37,香川県,433697
2022,3,都道府県,観光来訪者数,38,愛媛県,679181
2022,3,都道府県,観光来訪者数,39,高知県,428795
2022,3,都道府県,観光来訪者数,40,福岡県,2329165
2022,3,都道府県,観光来訪者数,41,佐賀県,617803
2022,3,都道府県,観光来訪者数,42,長崎県,650174
2022,3,都道府県,観光来訪者数,43,熊本県,1268311
2022,3,都道府県,観光来訪者数,44,大分県,1049434
2022,3,都道府県,観光来訪者数,45,宮崎県,696932
2022,3,都道府県,観光来訪者数,46,鹿児島県,804694
2022,3,都道府県,観光来訪者数,47,沖縄県,779126
2022,4,都道府県,観光来訪者数,1,北海道,3117554
2022,4,都道府県,観光来訪者数,2,青森県,982424
2022,4,都道府県,観光来訪者数,3,岩手県,866617
2022,4,都道府県,観光来訪者数,4,宮城県,1664194
2022,4,都道府県,観光来訪者数,5,秋田県,740809
2022,4,都道府県,観光来訪者数,6,山形県,810888
2022,4,都道府県,観光来訪者数,7,福島県,1676419
2022,4,都道府県,観光来訪者数,8,茨城県,2180469
2022,4,都道府県,観光来訪者数,9,栃木県,2573162
2022,4,都道府県,観光来訪者数,10,群馬県,1646432
2022,4,都道府県,観光来訪者数,11,埼玉県,2631991
2022,4,都道府県,観光来訪者数,12,千葉県,3913141
2022,4,都道府県,観光来訪者数,13,東京都,10298783
2022,4,都道府県,観光来訪者数,14,神奈川県,3480983
2022,4,都道府県,観光来訪者数,15,新潟県,1776321
2022,4,都道府県,観光来訪者数,16,富山県,684131
2022,4,都道府県,観光来訪者数,17,石川県,818536
2022,4,都道府県,観光来訪者数,18,福井県,587942
2022,4,都道府県,観光来訪者数,19,山梨県,1286604
2022,4,都道府県,観光来訪者数,20,長野県,2551223
2022,4,都道府県,観光来訪者数,21,岐阜県,1914548
2022,4,都道府県,観光来訪者数,22,静岡県,3788701
2022,4,都道府県,観光来訪者数,23,愛知県,3370844
2022,4,都道府県,観光来訪者数,24,三重県,1534067
2022,4,都道府県,観光来訪者数,25,滋賀県,1336312
2022,4,都道府県,観光来訪者数,26,京都府,2945226
2022,4,都道府県,観光来訪者数,27,大阪府,3881703
2022,4,都道府県,観光来訪者数,28,兵庫県,4344989
2022,4,都道府県,観光来訪者数,29,奈良県,1450408
2022,4,都道府県,観光来訪者数,30,和歌山県,758922
2022,4,都道府県,観光来訪者数,31,鳥取県,453554
2022,4,都道府県,観光来訪者数,32,島根県,695367
2022,4,都道府県,観光来訪者数,33,岡山県,1465430
2022,4,都道府県,観光来訪者数,34,広島県,1922183
2022,4,都道府県,観光来訪者数,35,山口県,1004801
2022,4,都道府県,観光来訪者数,36,徳島県,506030
2022,4,都道府県,観光来訪者数,37,香川県,553358
2022,4,都道府県,観光来訪者数,38,愛媛県,820265
2022,4,都道府県,観光来訪者数,39,高知県,488498
2022,4,都道府県,観光来訪者数,40,福岡県,2668081
2022,4,都道府県,観光来訪者数,41,佐賀県,736082
2022,4,都道府県,観光来訪者数,42,長崎県,778259
2022,4,都道府県,観光来訪者数,43,熊本県,1514191
2022,4,都道府県,観光来訪者数,44,大分県,1153461
2022,4,都道府県,観光来訪者数,45,宮崎県,736752
2022,4,都道府県,観光来訪者数,46,鹿児島県,854898
2022,4,都道府県,観光来訪者数,47,沖縄県,852715
2022,5,都道府県,観光来訪者数,1,北海道,4950757
2022,5,都道府県,観光来訪者数,2,青森県,1200982
2022,5,都道府県,観光来訪者数,3,岩手県,1214579
2022,5,都道府県,観光来訪者数,4,宮城県,2190251
2022,5,都道府県,観光来訪者数,5,秋田県,1051614
2022,5,都道府県,観光来訪者数,6,山形県,1187207
2022,5,都道府県,観光来訪者数,7,福島県,1954239
2022,5,都道府県,観光来訪者数,8,茨城県,2627776
2022,5,都道府県,観光来訪者数,9,栃木県,3194981
2022,5,都道府県,観光来訪者数,10,群馬県,2122453
2022,5,都道府県,観光来訪者数,11,埼玉県,3193107
2022,5,都道府県,観光来訪者数,12,千葉県,4762754
2022,5,都道府県,観光来訪者数,13,東京都,12171380
2022,5,都道府県,観光来訪者数,14,神奈川県,4758922
2022,5,都道府県,観光来訪者数,15,新潟県,2410087
2022,5,都道府県,観光来訪者数,16,富山県,916814
2022,5,都道府県,観光来訪者数,17,石川県,1237328
2022,5,都道府県,観光来訪者数,18,福井県,880071
2022,5,都道府県,観光来訪者数,19,山梨県,1825249
2022,5,都道府県,観光来訪者数,20,長野県,3706807
2022,5,都道府県,観光来訪者数,21,岐阜県,2558127
2022,5,都道府県,観光来訪者数,22,静岡県,4901073
2022,5,都道府県,観光来訪者数,23,愛知県,4382318
2022,5,都道府県,観光来訪者数,24,三重県,2045311
2022,5,都道府県,観光来訪者数,25,滋賀県,1691986
2022,5,都道府県,観光来訪者数,26,京都府,3294378
2022,5,都道府県,観光来訪者数,27,大阪府,4684856
2022,5,都道府県,観光来訪者数,28,兵庫県,5302068
2022,5,都道府県,観光来訪者数,29,奈良県,1489196
2022,5,都道府県,観光来訪者数,30,和歌山県,1022917
2022,5,都道府県,観光来訪者数,31,鳥取県,683169
2022,5,都道府県,観光来訪者数,32,島根県,976158
2022,5,都道府県,観光来訪者数,33,岡山県,1804682
2022,5,都道府県,観光来訪者数,34,広島県,2616880
2022,5,都道府県,観光来訪者数,35,山口県,1309534
2022,5,都道府県,観光来訪者数,36,徳島県,767803
2022,5,都道府県,観光来訪者数,37,香川県,799079
2022,5,都道府県,観光来訪者数,38,愛媛県,1158181
2022,5,都道府県,観光来訪者数,39,高知県,760632
2022,5,都道府県,観光来訪者数,40,福岡県,3375114
2022,5,都道府県,観光来訪者数,41,佐賀県,942751
2022,5,都道府県,観光来訪者数,42,長崎県,1053348
2022,5,都道府県,観光来訪者数,43,熊本県,2037082
2022,5,都道府県,観光来訪者数,44,大分県,1594156
2022,5,都道府県,観光来訪者数,45,宮崎県,1026196
2022,5,都道府県,観光来訪者数,46,鹿児島県,1170382
2022,5,都道府県,観光来訪者数,47,沖縄県,873369
2022,6,都道府県,観光来訪者数,1,北海道,4397809
2022,6,都道府県,観光来訪者数,2,青森県,882610
2022,6,都道府県,観光来訪者数,3,岩手県,850232
2022,6,都道府県,観光来訪者数,4,宮城県,1584380
2022,6,都道府県,観光来訪者数,5,秋田県,774673
2022,6,都道府県,観光来訪者数,6,山形県,942350
2022,6,都道府県,観光来訪者数,7,福島県,1475800
2022,6,都道府県,観光来訪者数,8,茨城県,1810399
2022,6,都道府県,観光来訪者数,9,栃木県,2180001
2022,6,都道府県,観光来訪者数,10,群馬県,1602338
2022,6,都道府県,観光来訪者数,11,埼玉県,2358506
2022,6,都道府県,観光来訪者数,12,千葉県,3659677
2022,6,都道府県,観光来訪者数,13,東京都,10788149
2022,6,都道府県,観光来訪者数,14,神奈川県,3723162
2022,6,都道府県,観光来訪者数,15,新潟県,1608394
2022,6,都道府県,観光来訪者数,16,富山県,506868
2022,6,都道府県,観光来訪者数,17,石川県,753831
2022,6,都道府県,観光来訪者数,18,福井県,533887
2022,6,都道府県,観光来訪者数,19,山梨県,1259541
2022,6,都道府県,観光来訪者数,20,長野県,2787068
2022,6,都道府県,観光来訪者数,21,岐阜県,1699858
2022,6,都道府県,観光来訪者数,22,静岡県,3379796
2022,6,都道府県,観光来訪者数,23,愛知県,3252577
2022,6,都道府県,観光来訪者数,24,三重県,1353054
2022,6,都道府県,観光来訪者数,25,滋賀県,1085109
2022,6,都道府県,観光来訪者数,26,京都府,2532329
2022,6,都道府県,観光来訪者数,27,大阪府,3983757
2022,6,都道府県,観光来訪者数,28,兵庫県,4037047
2022,6,都道府県,観光来訪者数,29,奈良県,1041257
2022,6,都道府県,観光来訪者数,30,和歌山県,644973
2022,6,都道府県,観光来訪者数,31,鳥取県,426800
2022,6,都道府県,観光来訪者数,32,島根県,609749
2022,6,都道府県,観光来訪者数,33,岡山県,1200996
2022,6,都道府県,観光来訪者数,34,広島県,1615091
2022,6,都道府県,観光来訪者数,35,山口県,809432
2022,6,都道府県,観光来訪者数,36,徳島県,504568
2022,6,都道府県,観光来訪者数,37,香川県,466014
2022,6,都道府県,観光来訪者数,38,愛媛県,731584
2022,6,都道府県,観光来訪者数,39,高知県,453363
2022,6,都道府県,観光来訪者数,40,福岡県,2463961
2022,6,都道府県,観光来訪者数,41,佐賀県,570377
2022,6,都道府県,観光来訪者数,42,長崎県,597763
2022,6,都道府県,観光来訪者数,43,熊本県,1180710
2022,6,都道府県,観光来訪者数,44,大分県,951654
2022,6,都道府県,観光来訪者数,45,宮崎県,648028
2022,6,都道府県,観光来訪者数,46,鹿児島県,671916
2022,6,都道府県,観光来訪者数,47,沖縄県,781498
2022,7,都道府県,観光来訪者数,1,北海道,5469514
2022,7,都道府県,観光来訪者数,2,青森県,938745
2022,7,都道府県,観光来訪者数,3,岩手県,880812
2022,7,都道府県,観光来訪者数,4,宮城県,1617695
2022,7,都道府県,観光来訪者数,5,秋田県,845370
2022,7,都道府県,観光来訪者数,6,山形県,947922
2022,7,都道府県,観光来訪者数,7,福島県,1691672
2022,7,都道府県,観光来訪者数,8,茨城県,1825649
2022,7,都道府県,観光来訪者数,9,栃木県,2343604
2022,7,都道府県,観光来訪者数,10,群馬県,1599430
2022,7,都道府県,観光来訪者数,11,埼玉県,2286639
2022,7,都道府県,観光来訪者数,12,千葉県,3704207
2022,7,都道府県,観光来訪者数,13,東京都,9918294
2022,7,都道府県,観光来訪者数,14,神奈川県,3430365
2022,7,都道府県,観光来訪者数,15,新潟県,1853318
2022,7,都道府県,観光来訪者数,16,富山県,516652
2022,7,都道府県,観光来訪者数,17,石川県,816577
2022,7,都道府県,観光来訪者数,18,福井県,626475
2022,7,都道府県,観光来訪者数,19,山梨県,1609721
2022,7,都道府県,観光来訪者数,20,長野県,2619972
2022,7,都道府県,観光来訪者数,21,岐阜県,1750496
2022,7,都道府県,観光来訪者数,22,静岡県,3723182
2022,7,都道府県,観光来訪者数,23,愛知県,3462002
2022,7,都道府県,観光来訪者数,24,三重県,1426594
2022,7,都道府県,観光来訪者数,25,滋賀県,1119149
2022,7,都道府県,観光来訪者数,26,京都府,2332386
2022,7,都道府県,観光来訪者数,27,大阪府,4091795
2022,7,都道府県,観光来訪者数,28,兵庫県,4094662
2022,7,都道府県,観光来訪者数,29,奈良県,926808
2022,7,都道府県,観光来訪者数,30,和歌山県,780934
2022,7,都道府県,観光来訪者数,31,鳥取県,455994
2022,7,都道府県,観光来訪者数,32,島根県,581113
2022,7,都道府県,観光来訪者数,33,岡山県,1345651
2022,7,都道府県,観光来訪者数,34,広島県,1701612
2022,7,都道府県,観光来訪者数,35,山口県,870621
2022,7,都道府県,観光来訪者数,36,徳島県,537997
2022,7,都道府県,観光来訪者数,37,香川県,558980
2022,7,都道府県,観光来訪者数,38,愛媛県,730961
2022,7,都道府県,観光来訪者数,39,高知県,505008
2022,7,都道府県,観光来訪者数,40,福岡県,2766911
2022,7,都道府県,観光来訪者数,41,佐賀県,594035
2022,7,都道府県,観光来訪者数,42,長崎県,649064
2022,7,都道府県,観光来訪者数,43,熊本県,1304201
2022,7,都道府県,観光来訪者数,44,大分県,1039445
2022,7,都道府県,観光来訪者数,45,宮崎県,722404
2022,7,都道府県,観光来訪者数,46,鹿児島県,750008
2022,7,都道府県,観光来訪者数,47,沖縄県,1011902
2022,8,都道府県,観光来訪者数,1,北海道,5950872
2022,8,都道府県,観光来訪者数,2,青森県,1155821
2022,8,都道府県,観光来訪者数,3,岩手県,1060590
2022,8,都道府県,観光来訪者数,4,宮城県,1923018
2022,8,都道府県,観光来訪者数,5,秋田県,952810
2022,8,都道府県,観光来訪者数,6,山形県,1010549
2022,8,都道府県,観光来訪者数,7,福島県,2109597
2022,8,都道府県,観光来訪者数,8,茨城県,2005459
2022,8,都道府県,観光来訪者数,9,栃木県,3016335
2022,8,都道府県,観光来訪者数,10,群馬県,2056768
2022,8,都道府県,観光来訪者数,11,埼玉県,2630573
2022,8,都道府県,観光来訪者数,12,千葉県,4316043
2022,8,都道府県,観光来訪者数,13,東京都,10391448
2022,8,都道府県,観光来訪者数,14,神奈川県,4008498
2022,8,都道府県,観光来訪者数,15,新潟県,2166540
2022,8,都道府県,観光来訪者数,16,富山県,641017
2022,8,都道府県,観光来訪者数,17,石川県,999920
2022,8,都道府県,観光来訪者数,18,福井県,794130
2022,8,都道府県,観光来訪者数,19,山梨県,1995592
2022,8,都道府県,観光来訪者数,20,長野県,3654155
2022,8,都道府県,観光来訪者数,21,岐阜県,2264218
2022,8,都道府県,観光来訪者数,22,静岡県,4810440
2022,8,都道府県,観光来訪者数,23,愛知県,3773808
2022,8,都道府県,観光来訪者数,24,三重県,1925457
2022,8,都道府県,観光来訪者数,25,滋賀県,1373322
2022,8,都道府県,観光来訪者数,26,京都府,2579267
2022,8,都道府県,観光来訪者数,27,大阪府,4113908
2022,8,都道府県,観光来訪者数,28,兵庫県,4746085
2022,8,都道府県,観光来訪者数,29,奈良県,1123127
2022,8,都道府県,観光来訪者数,30,和歌山県,1019883
2022,8,都道府県,観光来訪者数,31,鳥取県,595951
2022,8,都道府県,観光来訪者数,32,島根県,807943
2022,8,都道府県,観光来訪者数,33,岡山県,1735302
2022,8,都道府県,観光来訪者数,34,広島県,2154521
2022,8,都道府県,観光来訪者数,35,山口県,1098624
2022,8,都道府県,観光来訪者数,36,徳島県,728599
2022,8,都道府県,観光来訪者数,37,香川県,699191
2022,8,都道府県,観光来訪者数,38,愛媛県,964220
2022,8,都道府県,観光来訪者数,39,高知県,701100
2022,8,都道府県,観光来訪者数,40,福岡県,2940080
2022,8,都道府県,観光来訪者数,41,佐賀県,680805
2022,8,都道府県,観光来訪者数,42,長崎県,852925
2022,8,都道府県,観光来訪者数,43,熊本県,1639649
2022,8,都道府県,観光来訪者数,44,大分県,1352768
2022,8,都道府県,観光来訪者数,45,宮崎県,918070
2022,8,都道府県,観光来訪者数,46,鹿児島県,943209
2022,8,都道府県,観光来訪者数,47,沖縄県,1009899
2022,9,都道府県,観光来訪者数,1,北海道,5094904
2022,9,都道府県,観光来訪者数,2,青森県,1030321
2022,9,都道府県,観光来訪者数,3,岩手県,966248
2022,9,都道府県,観光来訪者数,4,宮城県,1840317
2022,9,都道府県,観光来訪者数,5,秋田県,891817
2022,9,都道府県,観光来訪者数,6,山形県,977057
2022,9,都道府県,観光来訪者数,7,福島県,1718587
2022,9,都道府県,観光来訪者数,8,茨城県,1794420
2022,9,都道府県,観光来訪者数,9,栃木県,2590164
2022,9,都道府県,観光来訪者数,10,群馬県,1628524
2022,9,都道府県,観光来訪者数,11,埼玉県,2497570
2022,9,都道府県,観光来訪者数,12,千葉県,3820705
2022,9,都道府県,観光来訪者数,13,東京都,10133796
2022,9,都道府県,観光来訪者数,14,神奈川県,3555329
2022,9,都道府県,観光来訪者数,15,新潟県,1791392
2022,9,都道府県,観光来訪者数,16,富山県,600591
2022,9,都道府県,観光来訪者数,17,石川県,947052
2022,9,都道府県,観光来訪者数,18,福井県,571538
2022,9,都道府県,観光来訪者数,19,山梨県,1444125
2022,9,都道府県,観光来訪者数,20,長野県,2688351
2022,9,都道府県,観光来訪者数,21,岐阜県,1801774
2022,9,都道府県,観光来訪者数,22,静岡県,3372169
2022,9,都道府県,観光来訪者数,23,愛知県,3311176
2022,9,都道府県,観光来訪者数,24,三重県,1337227
2022,9,都道府県,観光来訪者数,25,滋賀県,1188832
2022,9,都道府県,観光来訪者数,26,京都府,2492160
2022,9,都道府県,観光来訪者数,27,大阪府,4010229
2022,9,都道府県,観光来訪者数,28,兵庫県,4051276
2022,9,都道府県,観光来訪者数,29,奈良県,965793
2022,9,都道府県,観光来訪者数,30,和歌山県,683450
2022,9,都道府県,観光来訪者数,31,鳥取県,470776
2022,9,都道府県,観光来訪者数,32,島根県,635480
2022,9,都道府県,観光来訪者数,33,岡山県,1352928
2022,9,都道府県,観光来訪者数,34,広島県,1707343
2022,9,都道府県,観光来訪者数,35,山口県,802657
2022,9,都道府県,観光来訪者数,36,徳島県,484825
2022,9,都道府県,観光来訪者数,37,香川県,483779
2022,9,都道府県,観光来訪者数,38,愛媛県,710133
2022,9,都道府県,観光来訪者数,39,高知県,424525
2022,9,都道府県,観光来訪者数,40,福岡県,2570195
2022,9,都道府県,観光来訪者数,41,佐賀県,577289
2022,9,都道府県,観光来訪者数,42,長崎県,638849
2022,9,都道府県,観光来訪者数,43,熊本県,1319780
2022,9,都道府県,観光来訪者数,44,大分県,995972
2022,9,都道府県,観光来訪者数,45,宮崎県,621902
2022,9,都道府県,観光来訪者数,46,鹿児島県,677767
2022,9,都道府県,観光来訪者数,47,沖縄県,710680
2022,10,都道府県,観光来訪者数,1,北海道,4372237
2022,10,都道府県,観光来訪者数,2,青森県,1164213
2022,10,都道府県,観光来訪者数,3,岩手県,1178460
2022,10,都道府県,観光来訪者数,4,宮城県,2060128
2022,10,都道府県,観光来訪者数,5,秋田県,1070743
2022,10,都道府県,観光来訪者数,6,山形県,1195220
2022,10,都道府県,観光来訪者数,7,福島県,2138021
2022,10,都道府県,観光来訪者数,8,茨城県,2411938
2022,10,都道府県,観光来訪者数,9,栃木県,3188323
2022,10,都道府県,観光来訪者数,10,群馬県,2217938
2022,10,都道府県,観光来訪者数,11,埼玉県,2802766
2022,10,都道府県,観光来訪者数,12,千葉県,4477200
2022,10,都道府県,観光来訪者数,13,東京都,11904888
2022,10,都道府県,観光来訪者数,14,神奈川県,4390996
2022,10,都道府県,観光来訪者数,15,新潟県,2207512
2022,10,都道府県,観光来訪者数,16,富山県,699229
2022,10,都道府県,観光来訪者数,17,石川県,1104396
2022,10,都道府県,観光来訪者数,18,福井県,785934
2022,10,都道府県,観光来訪者数,19,山梨県,1629247
2022,10,都道府県,観光来訪者数,20,長野県,3430607
2022,10,都道府県,観光来訪者数,21,岐阜県,2414107
2022,10,都道府県,観光来訪者数,22,静岡県,4205223
2022,10,都道府県,観光来訪者数,23,愛知県,3872381
2022,10,都道府県,観光来訪者数,24,三重県,2110018
2022,10,都道府県,観光来訪者数,25,滋賀県,1537021
2022,10,都道府県,観光来訪者数,26,京都府,3241568
2022,10,都道府県,観光来訪者数,27,大阪府,4840065
2022,10,都道府県,観光来訪者数,28,兵庫県,4764999
2022,10,都道府県,観光来訪者数,29,奈良県,1443418
2022,10,都道府県,観光来訪者数,30,和歌山県,977809
2022,10,都道府県,観光来訪者数,31,鳥取県,596504
2022,10,都道府県,観光来訪者数,32,島根県,913967
2022,10,都道府県,観光来訪者数,33,岡山県,1676646
2022,10,都道府県,観光来訪者数,34,広島県,2141651
2022,10,都道府県,観光来訪者数,35,山口県,1091741
2022,10,都道府県,観光来訪者数,36,徳島県,676534
2022,10,都道府県,観光来訪者数,37,香川県,736090
2022,10,都道府県,観光来訪者数,38,愛媛県,1000040
2022,10,都道府県,観光来訪者数,39,高知県,616720
2022,10,都道府県,観光来訪者数,40,福岡県,3089592
2022,10,都道府県,観光来訪者数,41,佐賀県,845991
2022,10,都道府県,観光来訪者数,42,長崎県,918274
2022,10,都道府県,観光来訪者数,43,熊本県,1828610
2022,10,都道府県,観光来訪者数,44,大分県,1492953
2022,10,都道府県,観光来訪者数,45,宮崎県,938146
2022,10,都道府県,観光来訪者数,46,鹿児島県,1021613
2022,10,都道府県,観光来訪者数,47,沖縄県,1073400
2022,11,都道府県,観光来訪者数,1,北海道,2812084
2022,11,都道府県,観光来訪者数,2,青森県,789260
2022,11,都道府県,観光来訪者数,3,岩手県,783097
2022,11,都道府県,観光来訪者数,4,宮城県,1714571
2022,11,都道府県,観光来訪者数,5,秋田県,717633
2022,11,都道府県,観光来訪者数,6,山形県,839735
2022,11,都道府県,観光来訪者数,7,福島県,1661376
2022,11,都道府県,観光来訪者数,8,茨城県,2105413
2022,11,都道府県,観光来訪者数,9,栃木県,2906768
2022,11,都道府県,観光来訪者数,10,群馬県,1798655
2022,11,都道府県,観光来訪者数,11,埼玉県,2798965
2022,11,都道府県,観光来訪者数,12,千葉県,4395974
2022,11,都道府県,観光来訪者数,13,東京都,12156847
2022,11,都道府県,観光来訪者数,14,神奈川県,4169453
2022,11,都道府県,観光来訪者数,15,新潟県,1695719
2022,11,都道府県,観光来訪者数,16,富山県,656266
2022,11,都道府県,観光来訪者数,17,石川県,1060852
2022,11,都道府県,観光来訪者数,18,福井県,759504
2022,11,都道府県,観光来訪者数,19,山梨県,1465456
